Domain,DomainDefinition,Indicator,IndicatorDefinition,MeasureID,Measure,MeasureDefinition,DataSource,PeriodEndDate,Type,CategoryName,CategoryOption,Value,Unit,RSE,LowerCI,UpperCI,ComparisonCategoryName,ComparisonCategoryOption,Notes
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",161,Access to allied health services,"This measure shows the proportion of adults who find it hard to access allied health services (e.g. physiotherapist, occupational therapist, speech pathologist). In November 2019, 5.8% of ACT adults stated that it was hard to access an allied health service. This may be for a variety of reasons including cost, transport issues or availability. In contrast, 70.0% stated that access was easy, while 24.1% stated that access was neither easy nor hard.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Disability,Person with no disability,5.2511015,Proportion (%),,1.4685858,1.957395,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",161,Access to allied health services,"This measure shows the proportion of adults who find it hard to access allied health services (e.g. physiotherapist, occupational therapist, speech pathologist). In November 2019, 5.8% of ACT adults stated that it was hard to access an allied health service. This may be for a variety of reasons including cost, transport issues or availability. In contrast, 70.0% stated that access was easy, while 24.1% stated that access was neither easy nor hard.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,75+,2.9190166,Proportion (%),,2.4382048,4.5091963,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",161,Access to allied health services,"This measure shows the proportion of adults who find it hard to access allied health services (e.g. physiotherapist, occupational therapist, speech pathologist). In November 2019, 5.8% of ACT adults stated that it was hard to access an allied health service. This may be for a variety of reasons including cost, transport issues or availability. In contrast, 70.0% stated that access was easy, while 24.1% stated that access was neither easy nor hard.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Disability,"Person with disability/long-term health condition, little/no difficulty with daily functions",5.3253303,Proportion (%),,1.1249276,2.2937715,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",161,Access to allied health services,"This measure shows the proportion of adults who find it hard to access allied health services (e.g. physiotherapist, occupational therapist, speech pathologist). In November 2019, 5.8% of ACT adults stated that it was hard to access an allied health service. This may be for a variety of reasons including cost, transport issues or availability. In contrast, 70.0% stated that access was easy, while 24.1% stated that access was neither easy nor hard.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Children in household,Children aged 0-4 in household,2.337433,Proportion (%),,2.396712,4.7766867,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",161,Access to allied health services,"This measure shows the proportion of adults who find it hard to access allied health services (e.g. physiotherapist, occupational therapist, speech pathologist). In November 2019, 5.8% of ACT adults stated that it was hard to access an allied health service. This may be for a variety of reasons including cost, transport issues or availability. In contrast, 70.0% stated that access was easy, while 24.1% stated that access was neither easy nor hard.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Disability,"Person with disability, has moderate or high difficulty with daily functions",7.357856,Proportion (%),,1.9945847,2.6564746,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",161,Access to allied health services,"This measure shows the proportion of adults who find it hard to access allied health services (e.g. physiotherapist, occupational therapist, speech pathologist). In November 2019, 5.8% of ACT adults stated that it was hard to access an allied health service. This may be for a variety of reasons including cost, transport issues or availability. In contrast, 70.0% stated that access was easy, while 24.1% stated that access was neither easy nor hard.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,UC Survey Option,Easy,70.047195,Proportion (%),,2.602542,2.483234,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",161,Access to allied health services,"This measure shows the proportion of adults who find it hard to access allied health services (e.g. physiotherapist, occupational therapist, speech pathologist). In November 2019, 5.8% of ACT adults stated that it was hard to access an allied health service. This may be for a variety of reasons including cost, transport issues or availability. In contrast, 70.0% stated that access was easy, while 24.1% stated that access was neither easy nor hard.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - broad groups,30-49,5.26558,Proportion (%),,2.0721836,2.9077866,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",161,Access to allied health services,"This measure shows the proportion of adults who find it hard to access allied health services (e.g. physiotherapist, occupational therapist, speech pathologist). In November 2019, 5.8% of ACT adults stated that it was hard to access an allied health service. This may be for a variety of reasons including cost, transport issues or availability. In contrast, 70.0% stated that access was easy, while 24.1% stated that access was neither easy nor hard.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,55-64,4.6562204,Proportion (%),,1.8905435,2.8656528,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",161,Access to allied health services,"This measure shows the proportion of adults who find it hard to access allied health services (e.g. physiotherapist, occupational therapist, speech pathologist). In November 2019, 5.8% of ACT adults stated that it was hard to access an allied health service. This may be for a variety of reasons including cost, transport issues or availability. In contrast, 70.0% stated that access was easy, while 24.1% stated that access was neither easy nor hard.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,LGBTIQ+,Not LGBTIQ+,6.152912,Proportion (%),,1.088025,1.3583653,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",161,Access to allied health services,"This measure shows the proportion of adults who find it hard to access allied health services (e.g. physiotherapist, occupational therapist, speech pathologist). In November 2019, 5.8% of ACT adults stated that it was hard to access an allied health service. This may be for a variety of reasons including cost, transport issues or availability. In contrast, 70.0% stated that access was easy, while 24.1% stated that access was neither easy nor hard.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Children in household,No children in household,6.109523,Proportion (%),,1.2318689,1.6473904,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",161,Access to allied health services,"This measure shows the proportion of adults who find it hard to access allied health services (e.g. physiotherapist, occupational therapist, speech pathologist). In November 2019, 5.8% of ACT adults stated that it was hard to access an allied health service. This may be for a variety of reasons including cost, transport issues or availability. In contrast, 70.0% stated that access was easy, while 24.1% stated that access was neither easy nor hard.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,25-34,7.903234,Proportion (%),,4.4044986,6.905042,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",161,Access to allied health services,"This measure shows the proportion of adults who find it hard to access allied health services (e.g. physiotherapist, occupational therapist, speech pathologist). In November 2019, 5.8% of ACT adults stated that it was hard to access an allied health service. This may be for a variety of reasons including cost, transport issues or availability. In contrast, 70.0% stated that access was easy, while 24.1% stated that access was neither easy nor hard.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,35-44,8.597001,Proportion (%),,3.1670268,4.806067,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",161,Access to allied health services,"This measure shows the proportion of adults who find it hard to access allied health services (e.g. physiotherapist, occupational therapist, speech pathologist). In November 2019, 5.8% of ACT adults stated that it was hard to access an allied health service. This may be for a variety of reasons including cost, transport issues or availability. In contrast, 70.0% stated that access was easy, while 24.1% stated that access was neither easy nor hard.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Carers,Carer,6.9057145,Proportion (%),,3.127008,4.3695574,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",161,Access to allied health services,"This measure shows the proportion of adults who find it hard to access allied health services (e.g. physiotherapist, occupational therapist, speech pathologist). In November 2019, 5.8% of ACT adults stated that it was hard to access an allied health service. This may be for a variety of reasons including cost, transport issues or availability. In contrast, 70.0% stated that access was easy, while 24.1% stated that access was neither easy nor hard.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,CALD 1,Born overseas - non-English speaking country,7.895377,Proportion (%),,3.4809942,6.3214617,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",161,Access to allied health services,"This measure shows the proportion of adults who find it hard to access allied health services (e.g. physiotherapist, occupational therapist, speech pathologist). In November 2019, 5.8% of ACT adults stated that it was hard to access an allied health service. This may be for a variety of reasons including cost, transport issues or availability. In contrast, 70.0% stated that access was easy, while 24.1% stated that access was neither easy nor hard.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Carers,Carer with < 15 hours per week caring obligations,0.3610528,Proportion (%),,1.0370407,4.1423764,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",161,Access to allied health services,"This measure shows the proportion of adults who find it hard to access allied health services (e.g. physiotherapist, occupational therapist, speech pathologist). In November 2019, 5.8% of ACT adults stated that it was hard to access an allied health service. This may be for a variety of reasons including cost, transport issues or availability. In contrast, 70.0% stated that access was easy, while 24.1% stated that access was neither easy nor hard.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,UC Survey Option,Neither hard nor easy,24.10313,Proportion (%),,2.3200753,2.4612706,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",161,Access to allied health services,"This measure shows the proportion of adults who find it hard to access allied health services (e.g. physiotherapist, occupational therapist, speech pathologist). In November 2019, 5.8% of ACT adults stated that it was hard to access an allied health service. This may be for a variety of reasons including cost, transport issues or availability. In contrast, 70.0% stated that access was easy, while 24.1% stated that access was neither easy nor hard.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Children in household,Children aged 5-17 in household,9.179981,Proportion (%),,2.8078535,3.994743,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",161,Access to allied health services,"This measure shows the proportion of adults who find it hard to access allied health services (e.g. physiotherapist, occupational therapist, speech pathologist). In November 2019, 5.8% of ACT adults stated that it was hard to access an allied health service. This may be for a variety of reasons including cost, transport issues or availability. In contrast, 70.0% stated that access was easy, while 24.1% stated that access was neither easy nor hard.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,CALD 1,Born overseas - English speaking country,3.1607563,Proportion (%),,2.5873563,4.517393,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",161,Access to allied health services,"This measure shows the proportion of adults who find it hard to access allied health services (e.g. physiotherapist, occupational therapist, speech pathologist). In November 2019, 5.8% of ACT adults stated that it was hard to access an allied health service. This may be for a variety of reasons including cost, transport issues or availability. In contrast, 70.0% stated that access was easy, while 24.1% stated that access was neither easy nor hard.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,64-75,1.2641696,Proportion (%),,1.0368909,2.1175723,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",161,Access to allied health services,"This measure shows the proportion of adults who find it hard to access allied health services (e.g. physiotherapist, occupational therapist, speech pathologist). In November 2019, 5.8% of ACT adults stated that it was hard to access an allied health service. This may be for a variety of reasons including cost, transport issues or availability. In contrast, 70.0% stated that access was easy, while 24.1% stated that access was neither easy nor hard.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,45-54,5.8208356,Proportion (%),,2.0853102,3.2989488,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",161,Access to allied health services,"This measure shows the proportion of adults who find it hard to access allied health services (e.g. physiotherapist, occupational therapist, speech pathologist). In November 2019, 5.8% of ACT adults stated that it was hard to access an allied health service. This may be for a variety of reasons including cost, transport issues or availability. In contrast, 70.0% stated that access was easy, while 24.1% stated that access was neither easy nor hard.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,UC Survey Option,Hard,5.8496737,Proportion (%),,1.0670094,1.2964731,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",161,Access to allied health services,"This measure shows the proportion of adults who find it hard to access allied health services (e.g. physiotherapist, occupational therapist, speech pathologist). In November 2019, 5.8% of ACT adults stated that it was hard to access an allied health service. This may be for a variety of reasons including cost, transport issues or availability. In contrast, 70.0% stated that access was easy, while 24.1% stated that access was neither easy nor hard.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - broad groups,65+,1.7759953,Proportion (%),,1.1871,1.9043595,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",161,Access to allied health services,"This measure shows the proportion of adults who find it hard to access allied health services (e.g. physiotherapist, occupational therapist, speech pathologist). In November 2019, 5.8% of ACT adults stated that it was hard to access an allied health service. This may be for a variety of reasons including cost, transport issues or availability. In contrast, 70.0% stated that access was easy, while 24.1% stated that access was neither easy nor hard.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Carers,"Carer with 15 or more hours per week caring obligations, or varied/hard to say hours",12.314369,Proportion (%),,5.3348656,7.2864428,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",161,Access to allied health services,"This measure shows the proportion of adults who find it hard to access allied health services (e.g. physiotherapist, occupational therapist, speech pathologist). In November 2019, 5.8% of ACT adults stated that it was hard to access an allied health service. This may be for a variety of reasons including cost, transport issues or availability. In contrast, 70.0% stated that access was easy, while 24.1% stated that access was neither easy nor hard.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Carers,Not a carer,5.706988,Proportion (%),,1.0694779,1.3530712,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",161,Access to allied health services,"This measure shows the proportion of adults who find it hard to access allied health services (e.g. physiotherapist, occupational therapist, speech pathologist). In November 2019, 5.8% of ACT adults stated that it was hard to access an allied health service. This may be for a variety of reasons including cost, transport issues or availability. In contrast, 70.0% stated that access was easy, while 24.1% stated that access was neither easy nor hard.","Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Gender,Female,6.9376006,Proportion (%),,1.4989307,1.8786672,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",179,Access to dentists,This measure shows the proportion of adults who find it hard to access a dentist.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,35-44,4.376556,Proportion (%),,2.0161893,3.0502362,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",179,Access to dentists,This measure shows the proportion of adults who find it hard to access a dentist.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,UC Survey Option,Neither hard nor easy,18.740232,Proportion (%),,1.6543206,1.7514738,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",179,Access to dentists,This measure shows the proportion of adults who find it hard to access a dentist.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Children in household,Children aged 5-17 in household,4.9338794,Proportion (%),,1.6891999,2.5211298,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",179,Access to dentists,This measure shows the proportion of adults who find it hard to access a dentist.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Gender,Male,2.2662392,Proportion (%),,0.8413037,1.1663162,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",179,Access to dentists,This measure shows the proportion of adults who find it hard to access a dentist.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,CALD 1,Born overseas - English speaking country,5.946577,Proportion (%),,1.5961673,2.7130394,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",179,Access to dentists,This measure shows the proportion of adults who find it hard to access a dentist.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - broad groups,65+,2.0345802,Proportion (%),,0.94676685,1.3667588,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",179,Access to dentists,This measure shows the proportion of adults who find it hard to access a dentist.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Disability,"Person with disability/long-term health condition, little/no difficulty with daily functions",4.2928514,Proportion (%),,1.1257055,1.8611643,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",179,Access to dentists,This measure shows the proportion of adults who find it hard to access a dentist.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,LGBTIQ+,LGBTIQ+,5.4698906,Proportion (%),,3.5611463,6.457873,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",179,Access to dentists,This measure shows the proportion of adults who find it hard to access a dentist.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Disability,Person with no disability,1.7901977,Proportion (%),,0.8041364,1.074881,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",179,Access to dentists,This measure shows the proportion of adults who find it hard to access a dentist.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Disability,"Person with disability, has moderate or high difficulty with daily functions",6.8194165,Proportion (%),,1.6751984,2.134344,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",179,Access to dentists,This measure shows the proportion of adults who find it hard to access a dentist.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Carers,Carer with < 15 hours per week caring obligations,1.2857336,Proportion (%),,1.1811196,3.2087286,,,
Health,Being healthy and supported with the right care,Access to health services,"Having access to health services where and when people need them has an important bearing on their sense of wellbeing. This indicator will measure how difficult or easy is it for Canberrans to access a range of health services, from GPs through to public and private health services.",179,Access to dentists,This measure shows the proportion of adults who find it hard to access a dentist.,"Living Well in the ACT Region survey, University of Canberra (2020) - www.canberra.edu.au/research/institutes/health-research-institute/files/files-living-well-in-the-act/Living-well-in-the-ACT-region_Part-1_Indicators_7Dec2020.pdf",12/31/2019 12:00:00 AM,ACT,Age - detailed groups,64-75,2.1906092,Proportion (%),,1.0508627,1.6479906,,,
