"Club_Name","Club_Venue_Address","Club_Venue_Suburb","Club_Venue_State","Club_Venue_Postcode","Club_Venue_Email","Club_Venue_Latitude ","Club_Venue_Longitude","Club_Venue_Sports","Club_Venue_Website"
"Naracoorte Baseball Club","8 PRICE AVENUE","NARACOORTE","SA","5271","foxhole4@bigpond.com","-36.961539999999999","140.74986999999999","Baseball","https://sitedesq.imgstg.com/index.cfm?fuseaction=Display_Page&PageID=2052&OrgID=19691"
"Port Augusta Basketball Association","LOT 501 FLINDERS TERRACE","PORT AUGUSTA","SA","5700","","-32.493169999999999","137.77122","Basketball",""
"Murray Town Tennis Club","4 TINLINE ROAD","MURRAY TOWN","SA","5481","","-32.935690000000001","138.24098000000001","Tennis","http://www.tennis.com.au/murraytowntc/"
"Cumberland United Football Club","LOT 105 WINONA AVENUE","CLARENCE GARDENS","SA","5039","juniorfootball@cumberlandunited.com.au","-34.97278","138.5789","Football (Soccer)","www.cumberlandunited.com.au"
"Bears Basketball Club","1 DOSWELL TERRACE","KADINA","SA","5554","secretary@thebearscave.net","-33.958889999999997","137.70649","Basketball",""
"Adelaide Eagles Little Athletic Centre","LOT 6020 SOUTH TERRACE","ADELAIDE","SA","5000","info@adelaideeagles.org.au","-34.936480000000003","138.60142999999999","Athletics","www.adelaideeagles.org.au"
"Salisbury Little Athletics Centre","20 LAVENDER DRIVE","PARAFIELD GARDENS","SA","5107","slac5108@gmail.com","-34.782159999999998","138.61931000000001","Athletics","http://salisburylittleaths.webs.com/"
"Pooraka Cricket Club","19 MCCARTHY COURT","POORAKA","SA","5095","mamulholland@hotmail.com","-34.828679999999999","138.62164000000001","Cricket","pooraka.sa.cricket.com.au"
"Port Elliot Surf Life Saving Club","LOT 3 THE CUTTING","PORT ELLIOT","SA","5212","peslsc01@bigpond.com","-35.53481","138.68342999999999","Surf Lifesaving","www.portelliotslscs.com.au"
"Hallett Cove Little Athletics Centre","8 CASWELL DRIVE","HALLETT COVE","SA","5158","info@hclac.org.au","-35.07497","138.51051000000001","Athletics","www.hclac.org.au"
"Panthers Baseball Club","LOT 1076 NORMAN STREET","PORT PIRIE","SA","5540","panthersbaseballpp@gmail.com","-33.181809999999999","138.00716","Baseball",""
"Golden Grove Little Athletic Centre","LOT 505 YATALA VALE ROAD","SURREY DOWNS","SA","5126","info@gglac.org.au","-34.793860000000002","138.71516","Athletics","www.gglac.org.au"
"Mawson Lakes Cricket Club","1 MAWSON LAKES BOULEVARD","MAWSON LAKES","SA","5095","Andrew.Plumridge22@gmail.com","-34.81382","138.62482","Cricket","http://mawsonlakescc.sa.cricket.com.au/"
"Bordertown Little Athletics Club","LOT 924 SOUTH TERRACE","BORDERTOWN","SA","5268","Bordertownlittleathletics@gmail.com","-36.312910000000002","140.76782","Athletics",""
"Kongorong Cricket Club","1 Hay Terrace","Kongorong","SA","","","-37.900849999999998","140.56065000000001","Cricket",""
"Millicent Little Athletics Centre","BRIDGES STREET","MILLICENT","SA","5280","millicentlittleathletics@gmail.com","-37.607790000000001","140.36287999999999","Athletics",""
"Seacombe Tigers Softball Club","28 TAYLORS ROAD","ABERFOYLE PARK","SA","5159","seacombe@softballsa.com.au","-35.074399999999997","138.59529000000001","Softball","http://seacombe.softball.org.au"
"Bellevue Heights Tennis Club","50 SARGENT PARADE","BELLEVUE HEIGHTS","SA","5050","jaymebrock@hotmail.com","-35.032040000000002","138.58723000000001","Tennis","www.bhtc.net"
"Truro Basketball Club","1 BURR STREET","TRURO","SA","5356","","-34.411200000000001","139.12638000000001","Basketball",""
"Super Tennis","3 FAIRVIEW ROAD","ALDGATE","SA","5154","supertennis@adam.com.au","-35.019150000000003","138.74950999999999","Tennis",""
"Cowell Swimming Club","42 Story Road","Cowell","SA","","cowellswimmingclubinc@outlook.com","-33.684049999999999","136.91866999999999","Swimming",""
"Henley Surf Life Saving Club","UNIT 1 255 ESPLANADE","HENLEY BEACH","SA","5022","web@henleyslsc.com.au","-34.92004","138.49369999999999","Surf Lifesaving","http://www.henleyslsc.com.au"
"Virginia Rams Netball Club","LOT 11 OLD PORT WAKEFIELD ROAD","VIRGINIA","SA","5120","secretary@virginiafootballclub.com","-34.664589999999997","138.55928","Australian Rules,Netball","www.virginiafootballclub.com"
"Mallee Park Football Club","LOT 13 SEATON AVENUE","PORT LINCOLN","SA","5606","scottk@plahs.org.au","-34.736330000000002","135.86205000000001","Australian Rules",""
"Team Skate FX","Cnr Cowan street and Trafford street","ANGLE PARK","SA","5010","Rickybryant78@gmail.com ","-34.858370000000001","138.55803","Roller Sports",""
"Team Skate FX","LOT 4 NIXON TERRACE","GAWLER","SA","5118","Rickybryant78@gmail.com ","-34.59807","138.73928000000001","Roller Sports",""
"Team Skate FX","89 FRADD ROAD","ANGLE VALE","SA","5117","Rickybryant78@gmail.com ","-34.646650000000001","138.65414999999999","Roller Sports",""
"DG Dance Club","TENANCY 5 210 HENLEY BEACH ROAD","TORRENSVILLE","SA","5031","dancegallery@bigpond.com","-34.924300000000002","138.55783","Dancesport","dancegallery.com.au"
"Gawler Swimming Club","LOT 2 VICTORIA TERRACE","GAWLER","SA","5118","","-34.592730000000003","138.74445","Swimming",""
"Limestone Coast Little Athletics","46 EAST TERRACE","KINGSTON SE","SA","5275","jsbraithwaite@yahoo.com.au","-36.837420000000002","139.85566","Athletics",""
"Royal Port Pirie Yacht Club","61 MAIN ROAD","SOLOMONTOWN","SA","5540","info@royalportpirieyachtclub.org.au","-33.182389999999998","138.0163","Sailing","www.royalportpirieyachtclub.org.au"
"Gladstone Swimming Club","LOT 427 WEST TERRACE","GLADSTONE","SA","5473","","-33.267740000000003","138.3511","Swimming",""
"Kangarilla Cricket Club","1990 KANGARILLA ROAD","KANGARILLA","SA","5157","craigstevens67@hotmail.com","-35.141869999999997","138.65969999999999","Cricket",""
"Scotch College South Australia Cycling Club","10 PAMELA ROAD","TORRENS PARK","SA","5062","","-34.982790000000001","138.61403000000001","Cycling",""
"Booleroo Centre Amateur Swimming Club","10 ARTHUR STREET","BOOLEROO CENTRE","SA","5482","","-32.882109999999997","138.34766999999999","Swimming",""
"Austral Volleyball Club","50 York Ave","CLOVELLY PARK","SA","5042","anne-marie@volleyballsa.com.au","-35.001800000000003","138.57397","Volleyball","http://australvolleyball.org.au/"
"Kazoku Judokan","30 HEWLETT PACKARD STREET","REYNELLA EAST","SA","5161","judo@kazokujudokan.com.au ","-35.091639999999998","138.55808999999999","Judo","www.kazokujudokan.com.au "
"Port Noarlunga Tennis Club","1 BRITAIN DRIVE","PORT NOARLUNGA SOUTH","SA","5167","portnoarlungatennis@gmail.com","-35.155389999999997","138.47550000000001","Tennis","tennisportnoarlunga.com.au"
"Para Hills Gymnastic Club Inc","219-247 MONTAGUE ROAD","INGLE FARM","SA","5098","phgclubinc@outlook.com","-34.828650000000003","138.64829","Gymnastics","www.parahills.gymnastics.org.au"
"The Barossa  Valley Youth Club","LOT 44 MAGNOLIA ROAD","TANUNDA","SA","5352","barossavalleyyouthclub@yahoo.com.au","-34.518470000000001","138.97995","Gymnastics",""
"Angle Vale Soccer Club","LOT 23 FRADD ROAD","ANGLE VALE","SA","5117","anglevalesc@hotmail.com","-34.64602","138.65347","Football (Soccer)","www.anglevalesoccer.websyte.com.au"
"Adelaide Victory Football Club","6 COLLINS STREET","PENNINGTON","SA","5013","adelaidevictoryfc@gmail.com","-34.858359999999998","138.53085999999999","Football (Soccer)","www.adelaidevictoryfc.com"
"Angas Go-Kart Club","NINE MILE ROAD","STRATHALBYN","SA","5255","earl@bold.net.au","-35.274279999999997","138.90594999999999","Motor Sport","www.angasgokartclub.com"
"Seishikan Karate Australia","St. Pauls Church Hall, Penola road Mount Gambier","MOUNT GAMBIER","SA","5290","power.04@bigpond.com","-37.826650000000001","140.78262000000001","Karate","www.karateaustralia.com"
"Hummock Hill Hockey Club","Corner of Nicolson Avenue and Searle Street","WHYALLA NORRIE","SA","5608","hummockhillhockeyclub@gmail.com","-33.026159999999997","137.53814","Hockey",""
"Clayson Tennis Academy","Kadina to Cunliffe Road"," Cunliffe","SA","","claysoncta@gmail.com","-34.064329999999998","137.76714000000001","Tennis",""
"Monarto Cricket Club","1 Cooke Street","MURRAY BRIDGE","SA","5253","sales@bridgealuminium.com.au","-35.12491","139.28048999999999","Cricket",""
"South Coast Taekwondo and Hapkido","LOT 12 BUTTERWORTH ROAD","ALDINGA BEACH","SA","5173","john@sctkd.com.au","-35.273409999999998","138.45393000000001","Taekwondo","www.ozemail.com.au/~sctkd"
"Kangarilla Tennis Club","LOT 943 RECREATION ROAD","KANGARILLA","SA","5157","ktc1@live.com.au","-35.142719999999997","138.65905000000001","Tennis",""
"Southern Star Western Performance Club","97 RAZOR BACK ROAD","MEADOWS","SA","5201","sswpc@live.com.au","-35.14537","138.75370000000001","Equestrian","www.sswpc.com.au"
"Trinity Baptist Basketball Club","8A BEDFORD SQUARE","COLONEL LIGHT GARDENS","SA","5041","jcrinion@gmail.com","-34.981789999999997","138.59769","Basketball","http://www.trinityclg.org.au/"
"Amazons Netball Club","5 MARGARET STREET","MOUNT GAMBIER","SA","5290","jcook017@gmail.com","-37.833120000000001","140.77450999999999","Netball",""
"Mount Gambier Swimming Club","1 KEEGAN STREET","MOUNT GAMBIER","SA","5290","toneya1@iinet.net.au","-37.832599999999999","140.7765","Swimming",""
"All Boys' and All Girls' Gymnastic Club","131-133 LONG STREET","QUEENSTOWN","SA","5014","queenstowngymnasticsclub@gmail.com","-34.85821","138.51073","Gymnastics",""
"Port Pirie Pistol and Shooting Club ","1176 SPENCER HIGHWAY","PIRIE EAST","SA","5540","zoobys@bigpond.com","-33.243859999999998","138.01758000000001","Shooting",""
"Shamrocks Netball Club","2 AUGUSTA TERRACE","PORT AUGUSTA","SA","5700","shamrocksnetball@gmail.com ","-32.491079999999997","137.77164999999999","Netball",""
"Railways Netball Club","LOT 501 FLINDERS TERRACE","PORT AUGUSTA","SA","5700","","-32.491109999999999","137.77164999999999","Netball",""
"Australian Sidecarcross Association","24 PARK ROAD","ANGASTON","SA","5353","secretary@ozsidecarx.com.au","-34.506889999999999","139.04389","Motorcycling","www.ozsidecarx.com.au"
"Tumby Bay Football Club","LOT 336 WEST TERRACE","TUMBY BAY","SA","5605","tumbybayfc@hotmail.com","-34.377839999999999","136.09961999999999","Australian Rules","http://www.foxsportspulse.com/club_info.cgi?clubID=111819&c=1-7455-0-0-0"
"Tatiara Soccer Association","LOT 103 VENN AVENUE","BORDERTOWN","SA","5268","krystal2214@live.com.au","-36.315890000000003","140.76974999999999","Football (Soccer)","http://tatiarasoccer.com.au/"
"Platinum Fighting Sports","UNIT 1 21-23 DUNDEE AVENUE","HOLDEN HILL","SA","5088","www.barksey@bigpond.com","-34.856270000000002","138.66130999999999","Judo","www.platinumjudoclub.wix.com"
"Gawler Calisthenic Club","LOT 2 VICTORIA TERRACE","GAWLER","SA","5118","gawlercali@gmail.com","-34.59308","138.74458000000001","Calisthenics","www.gawlercalisthenicsclub.com"
"Vitor Renmark Swimming Club","117 COWRA STREET","RENMARK","SA","5341","treasurervrasc@gmail.com","-34.168419999999998","140.74525","Swimming",""
"Murray Bridge Little Athletics Centre","LOT 816 LOHMANN STREET","MURRAY BRIDGE","SA","5253","murraybridgela@gmail.com","-35.134529999999998","139.28460000000001","Athletics",""
"Mannum Little Athletics Centre","LOT 905 MALE ROAD","MANNUM","SA","5238","mannumlittleaths@gmail.com","-34.913020000000003","139.30287000000001","Athletics",""
"Mil Lel Tennis Club","611 KENNEDY AVENUE","MIL-LEL","SA","5291","craig.pearson7@bigpond.com","-37.782339999999998","140.82543999999999","Tennis",""
"Laura Tennis Club","7 EAST TERRACE","LAURA","SA","5480","","-33.184550000000002","138.30457000000001","Tennis",""
"Morgan Dirt-Kart Club","94 GO KART ROAD","MORGAN","SA","5320","ffranneandchris@bigpond.com","-34.011690000000002","139.67889","Motor Sport","www.morgankartclub.com"
"Renmark Tintra Lawn Tennis Club","LOT 81 MARRARA STREET","RENMARK","SA","5341","rtltc@live.com.au","-34.168210000000002","140.74109000000001","Tennis",""
"Hahndorf Soccer Club","179 FAIRVIEW ROAD","HAHNDORF","SA","5245","anitamhkerr@yahoo.com.au","-35.038339999999998","138.80331000000001","Football (Soccer)","http://www.hahndorfsc.com"
"Loxton Little Athletics","1889 BOOKPURNONG ROAD","LOXTON","SA","5333","loxtonlittleathletics@gmail.com","-34.444270000000003","140.58498","Athletics",""
"Mt Lofty Volleyball Club","102 LONGWOOD ROAD","HEATHFIELD","SA","5153","farmilo_v@kawasaki.com.au","-35.020299999999999","138.71089000000001","Volleyball","http://mtloftyvolleyball.com.au"
"Port Adelaide District Hockey Club","LOT 313 HART STREET","ETHELTON","SA","5015","vpjuniors@padhc.com.au","-34.846559999999997","138.48694","Hockey","http://www.padhc.com.au"
"West Lakes Tennis Club","21 Edwin Street","West Lakes Shore South Australia","SA","","westlakestennis@gmail.com","-34.863909999999997","138.48435000000001","Tennis","http://wltc.com.au"
"Hamley Bridge Football Club","1 STOCKPORT ROAD","HAMLEY BRIDGE","SA","5401","jennyleeflage@bigpond.com","-34.354280000000003","138.68016","Australian Rules",""
"Port Elliot Cricket Club","LOT 1 PORT ELLIOT ROAD","PORT ELLIOT","SA","5212","sebgoldsmith90@gmail.com","-35.530340000000002","138.67570000000001","Cricket,Football (Soccer)","http://pecc.sa.cricket.com.au"
"Stirling Tennis Club","26 STONEHENGE AVENUE","STIRLING","SA","5152","info@stirlingtennisclub.com.au","-35.009329999999999","138.71217999999999","Tennis","http://www.stirlingtennisclub.com.au"
"Reynella - Braeview School of Calisthenics","LOT 21 MALBECK DRIVE","REYNELLA EAST","SA","5161","edwardsv@adam.com.au","-35.090519999999998","138.55616000000001","Calisthenics","http://www.reynella-braeview.org.au"
"South Adelaide Panthers Soccer Club","LOT 52 GALLOWAY ROAD","O'SULLIVAN BEACH","SA","5166","sapanthersaccounts@outlook.com","-35.124040000000001","138.47577000000001","Football (Soccer)","http://WWW.sapanthersfc.com"
"Adelaide Hills Soccer Club","LOT 66 HUTCHENS ROAD","WOODSIDE","SA","5244","president@hillshawks.net","-34.9587","138.87321","Football (Soccer)","http://www.hillshawks.net"
"Orroroo Netball Club","40 EAST TERRACE","ORROROO","SA","5431","thehomestead5@activ8.net.au","-32.738909999999997","138.61375000000001","Netball",""
"Mallala Netball Club Incorporated","LOT 513 WASLEYS ROAD","MALLALA","SA","5502","mncsec@hotmail.com","-34.43797","138.51434","Australian Rules,Cricket,Netball,Tennis",""
"West Torrens District Cricket Club","LOT 17 ATKIN STREET","HENLEY BEACH","SA","5022","treasurer@westerneagles.com","-34.919699999999999","138.50020000000001","Cricket","http://www.westerneagles.com/"
"Elizabeth Grove Soccer and Sport Club","LOT 52 DAUNTSEY ROAD","ELIZABETH","SA","5112","rdawber@dux.com.au","-34.709069999999997","138.67184","Football (Soccer)","http://egsc.com.au"
"Modbury Jets Soccer Club","24 ALEXANDER AVENUE","MODBURY NORTH","SA","5092","juniors@modburysc.org.au","-34.823860000000003","138.67175","Football (Soccer)","http://www.modburysc.org.au"
"Myponga Netball Club","LOT 8 STEPHENS ROAD","MYPONGA","SA","5202","jackie.vallance@bigpond.com","-35.394289999999998","138.46322000000001","Netball",""
"Loxton Netball Club","LOT 100 BOOKPURNONG TERRACE","LOXTON","SA","5333","loxtonnetballclub@gmail.com","-34.458120000000001","140.55717999999999","Netball",""
"Lutheran Tennis Club Murray Bridge","2 RECREATION AVENUE","MURRAY BRIDGE","SA","5253","tclienert@gmail.com","-35.13259","139.24545000000001","Tennis","http://www.lmhcta.com.au/"
"Southcoast MX Club","3761 OLD PRINCES HIGHWAY","ROCKY GULLY","SA","5254","southcoastmxclub@gmail.com","-35.122590000000002","139.17627999999999","Motor Sport","http://www.southcoastmx.com.au"
"Contax Netball Club","155 RAILWAY TERRACE","KESWICK TERMINAL","SA","5035","millerhill@bigpond.com","-34.931719999999999","138.57809","Netball","http://www.contax.net.au"
"Aldinga Netball Club","LOT 2 PORT ROAD","ALDINGA","SA","5173","aldinganc@gmail.com","-35.268380000000001","138.48036999999999","Netball",""
"Clovelly Calisthenics College","17 YORK AVENUE","CLOVELLY PARK","SA","5042","nwilliams@brsresults.com","-34.9985","138.57390000000001","Calisthenics","http://sites.google.com/site/clovellycalisthenics/"
"West Augusta Football Club","13-23 GARDINER AVENUE","PORT AUGUSTA WEST","SA","5700","dpjackie1@gmail.com","-32.478749999999998","137.76186999999999","Australian Rules,Cricket","http://www.westaugustafc.com.au"
"Rostrevor Tennis Club","42 JENKINS AVENUE","ROSTREVOR","SA","5073","rostrevortennisclubsecretary@gmail.com","-34.895780000000002","138.68567999999999","Tennis","http://www.rostrevortennisclub.org/"
"Hahndorf Football Club","98 ECHUNGA ROAD","HAHNDORF","SA","5245","secretary@hahndorffc.com.au","-35.037739999999999","138.80535","Australian Rules","http://www.hahndorffc.com.au"
"Hahndorf Football Club","24 BAKER STREET","LITTLEHAMPTON","SA","5250","secretary@hahndorffc.com.au","-35.049709999999997","138.86806999999999","Australian Rules","http://www.hahndorffc.com.au"
"Gambier Centrals Soccer Club","110 BISHOP ROAD","WORROLONG","SA","5291","nicky.jellesma@tppl.com.au","-37.807899999999997","140.80565000000001","Football (Soccer),Tennis","http://www.gambiercentrals.bigpondhosting.com/"
"Athelstone Football Club","175 GEORGE STREET","PARADISE","SA","5075","pdalton@athelstonefc.org.au","-34.867800000000003","138.69283999999999","Australian Rules","http://www.athelstonefc.org.au/"
"West Gambier Netball Club","62 WHITE AVENUE","MOUNT GAMBIER","SA","5290","jjo36364@bigpond.net.au","-37.828679999999999","140.75047000000001","Netball",""
"Para Hills Amateur Boxing Club","LOT 24 MAVES ROAD","PARA HILLS","SA","5096","geoffcowell42@gmail.com","-34.811030000000002","138.65267","Boxing",""
"Hackham Football Club","LOT 253 STATES ROAD","HACKHAM","SA","5163","hackhamfootballandsocialclub@gmail.com","-35.13655","138.53643","Australian Rules","http://www.hackhamhawks.com.au"
"Westward Ho Golf Club","LOT 52 MILITARY ROAD","WEST BEACH","SA","5024","admin@westwardho.org.au","-34.953490000000002","138.50855000000001","Golf","http://www.westwardho.org.au"
"Hope Ward Tennis Club","4 TWEED STREET","CUMBERLAND PARK","SA","5041","hopewardtc@gmail.com","-34.976900000000001","138.58489","Tennis","http://www.hwtc.com.au"
"Port Lincoln Gymnastics Club","50 CORONATION PLACE","PORT LINCOLN","SA","5606","kristle@eyrelogistics.com.au","-34.741050000000001","135.85695999999999","Gymnastics",""
"North Haven Cricket Club","263 VICTORIA ROAD","LARGS NORTH","SA","5016","ryan.egan@bigpond.com","-34.821689999999997","138.49891","Cricket",""
"Sedan Cambrai Football Netball Club","18 SPORTSGROUND ROAD","CAMBRAI","SA","5353","dstewart@mid-murray.sa.gov.au","-34.657470000000004","139.28268","Australian Rules,Netball",""
"Long Plains Netball Club","Ridley Road","Long Plains","SA","","longplainsnc@gmail.com","-34.376579999999997","138.35373000000001","Netball",""
"Parafield Gardens Soccer and Sports Club","LOT 464 BRADMAN ROAD","PARAFIELD GARDENS","SA","5107","steve46@bigpond.net.au","-34.793709999999997","138.61942999999999","Football (Soccer)",""
"Adelaide Tritons Water Polo Club","LOT 1602 JEFFCOTT STREET","NORTH ADELAIDE","SA","5006","adamsfamil@adam.com.au","-34.899920000000002","138.59048999999999","Water Polo","http://www.tritonswaterpolo.com.au/"
"Southern Districts Softball Club","LOT 68 FLAXMILL ROAD","CHRISTIE DOWNS","SA","5164","southerndistrictssoftballclub@gmail.com","-35.127969999999998","138.49080000000001","Baseball,Softball",""
"Tango Netball Club","LOT 3 FRIENDSHIP CRESCENT","WYNN VALE","SA","5127","treasurer@tangonetballclub.com.au","-34.798180000000002","138.67751000000001","Netball","http://www.tangonetballclub.com"
"Karadinga Sports and Recreation Centre","7 GLASGOW AVENUE","MODBURY","SA","5092","karadinga@bigpond.com","-34.829410000000003","138.68396000000001","Squash",""
"Elizabeth Football Club","2 MCKENZIE ROAD","ELIZABETH DOWNS","SA","5113","watspa@bigpond.com","-34.700780000000002","138.6842","Australian Rules,Netball","http://www.elizabetheagles.com.au"
"Enfield Tennis Club","LOT 631 BRANSON AVENUE","CLEARVIEW","SA","5085","Adam.Kauschke@gmail.com","-34.865090000000002","138.61221","Tennis",""
"WAPID Swim School","LOT 27 ELIZABETH WAY","ELIZABETH","SA","5112","vince.wapid@bigpond.com","-34.722250000000003","138.66619","Swimming",""
"Largs North Calisthenic Club","146 SEMAPHORE ROAD","EXETER","SA","5019","largsnorthcalisthenics@hotmail.com","-34.840440000000001","138.48992999999999","Calisthenics","http://www.largsnorthcalisthenics.com"
"Meningie Netball Club","LOT 336 WEST TERRACE","MENINGIE","SA","5264","president.meningienc @gmail.com","-35.692160000000001","139.33007000000001","Netball",""
"Keith Swimming Club","Naracoorte Road","Keith","SA","","keithswimmingclub@outlook.com","-36.143470000000001","140.34259","Swimming",""
"Goodwood Saints Football Club","LOT 93 CHELMSFORD AVENUE","MILLSWOOD","SA","5034","crgcarpets@gmail.com","-34.955880000000001","138.58285000000001","Australian Rules","http://www.goodwoodsaints.com.au"
"Sapphires Netball Club","LOT 96 MAVROS ROAD","ELIZABETH DOWNS","SA","5113","shrubby1@bigpond.com","-34.704439999999998","138.68364","Netball",""
"Roopena Football and Sporting Club Inc.","LOT 3593 FISK STREET","WHYALLA NORRIE","SA","5608","damoskinner@hotmail.com","-33.016930000000002","137.5333","Australian Rules,Billiards,Cricket,Darts,Eight-Ball,Netball",""
"Loxton Hockey Club","LOT 4 BOOKPURNONG ROAD","LOXTON","SA","5333","pmvlh@activ8.net.au","-34.45778","140.55309","Hockey",""
"One Tree Hill Tennis Club","LOT 321 MCGILP ROAD","ONE TREE HILL","SA","5114","mgevans@adam.com.au","-34.713549999999998","138.76513","Tennis",""
"Seaton Girls Calisthenic Club","281 TAPLEYS HILL ROAD","SEATON","SA","5023","seatoncalisthenics@hotmail.com","-34.894109999999998","138.51441","Calisthenics","http://www.seatoncalisthenics.com.au"
"Waikerie Hockey Club","21 SMITH DRIVE","WAIKERIE","SA","5330","waikeriehockeyclub@hotmail.com","-34.189149999999998","139.98228","Hockey",""
"Langhorne Creek Netball Club","LOT 281 MURRAY ROAD","LANGHORNE CREEK","SA","5255","klmlgladwin@internode.on.net","-35.298560000000002","139.03048000000001","Netball","http://www.langhornecreeknetballclub.com.au"
"North Adelaide Lacrosse Club","21 TERAMA STREET","GEPPS CROSS","SA","5094","wendy.piltz@unisa.edu.au","-34.845120000000001","138.60713999999999","Lacrosse","http://www.nalc.com.au"
"McLaren Flat Netball Club","LOT 200 MAIN ROAD","MCLAREN FLAT","SA","5171","slawrie5@bigpond.com.au","-35.205179999999999","138.58616000000001","Netball",""
"SAUCNA","LOT 6022 GOODWOOD ROAD","ADELAIDE","SA","5000","mwa88953@bigpond.net.au","-34.938870000000001","138.58729","Netball","http://www.saucna.net/"
"Clovercrest Swimming Club","442 MONTAGUE ROAD","MODBURY NORTH","SA","5092","sharonrocca@internode.on.net","-34.828670000000002","138.67433","Swimming",""
"Hectorville Sports and Community Club","UNIT 3 26 FISHER STREET","MAGILL","SA","5072","sandymcc@heccies.org.au","-34.901490000000003","138.66761","Australian Rules,Cricket,Netball,Tennis","http://www.heccies.org.au"
"Naracoorte Tennis Club","LOT 3 STEWART TERRACE","NARACOORTE","SA","5271","windyhill23@bigpond.com","-36.948830000000001","140.72710000000001","Tennis",""
"Salisbury West Junior Football Club","LOT 68 LONDONDERRY AVENUE","SALISBURY DOWNS","SA","5108","areallmine07@yahoo.com.au","-34.771540000000002","138.62545","Australian Rules",""
"Marion Cricket Club","262 STURT ROAD","MARION","SA","5043","steve.hooper@marion.sa.gov.au","-35.017020000000002","138.55121","Cricket",""
"South Australian Judo Academy","TENANCY 6 10-26 VALE AVENUE","VALLEY VIEW","SA","5093","gsmcc@iprimus.com.au","-34.843229999999998","138.65479999999999","Judo","http://www.sajudoacademy.com.au"
"Mount Barker United Netball Club","2 HOWARD LANE","MOUNT BARKER","SA","5251","mtbarkerunitednetballclub@gmail.com","-35.077869999999997","138.86232999999999","Netball","http://mtbarkerunitednetballclub.sa.netball.com.au"
"Junior Development Committee Rosewater Football Club","LOT 89 NEWCASTLE STREET","ROSEWATER","SA","5013","kelliehills@icloud.com","-34.854509999999998","138.52103","Australian Rules",""
"Willunga Tennis Club","23 ALDINGA ROAD","WILLUNGA","SA","5172","mswaye@bigpond.net.au","-35.271990000000002","138.55171000000001","Tennis","http://www.tennis.com.au/willunga/"
"Macclesfield Tennis Club","19 KINGROSE STREET","MACCLESFIELD","SA","5153","maccytennisclub@hotmail.com","-35.168480000000002","138.83157","Tennis","http://www.tennis.com.au/macclesfieldtc"
"Gawler Gymnastic Club","LOT 4 NIXON TERRACE","GAWLER","SA","5118","gawlergymnastics@gmail.com","-34.598570000000002","138.74018000000001","Gymnastics",""
"Port Lincoln Hockey Association","40 STAMFORD TERRACE","PORT LINCOLN","SA","5606","ptlincolnhockey@gmail.com","-34.742010000000001","135.85776999999999","Hockey",""
"Para Hills West Soccer Club","LOT 344 NORTHBRI AVENUE","SALISBURY EAST","SA","5109","Jkmaca1@bigpond.com","-34.7913","138.65446","Football (Soccer)","http://phwsc.com"
"Woodville Wasps Rugby Union Club","LOT 22 LEVEN AVENUE","SEATON","SA","5023","roy.utting@gmail.com","-34.902970000000003","138.51668000000001","Rugby Union","http://www.woodvillerugby.com.au/"
"Mr Tennis","LOT 699 MYPONGA TERRACE","BROADVIEW","SA","5083","evelyn@mrtennis.com.au","-34.879449999999999","138.61754999999999","Tennis",""
"LeFevre Portside Amateur Swimming Club","205 VICTORIA ROAD","LARGS BAY","SA","5016","lefevreportside@gmail.com","-34.825749999999999","138.50004999999999","Swimming","http://www.lefevreportside.swimming.org.au"
"East Torrens Kensington Gardens Hardcourt Tennis Club","LOT 27 EAST TERRACE","KENSINGTON GARDENS","SA","5068","treasurer@etkgtennis.org.au","-34.923450000000003","138.66517999999999","Tennis","http://etkgtennis.org.au/"
"Hahndorf Tennis Club","98 ECHUNGA ROAD","HAHNDORF","SA","5245","hahndorftennisclub@yahoo.com.au","-35.03857","138.80476999999999","Tennis","http://hta.asn.au"
"Brighton District Table Tennis Club","3 GRANTHAM ROAD","SOMERTON PARK","SA","5044","dwalsh654@yahoo.com.au","-35.001809999999999","138.52079000000001","Table Tennis","http://www.brightonttc.com.au"
"South Adelaide Basketball Club","22 NORFOLK ROAD","MARION","SA","5043","secretary.sabc@gmail.com","-35.013919999999999","138.55296000000001","Basketball","http://southadelaidebasketball.net.au"
"Hallett Cove Netball Club","LOT 176 OVAL ROAD","HALLETT COVE","SA","5158","lightning_netball@hotmail.com","-35.086550000000003","138.50751","Netball","http://www.hallettcovenetballclub.org.au"
"Blackwood and Hills Calisthenics Club","UNIT 2 229 MAIN ROAD","BLACKWOOD","SA","5051","admin@bahcc.com.au","-35.019419999999997","138.61619999999999","Calisthenics","http://www.bahcc.com.au"
"Southern Suburbs Rugby Union Football Club","18 NEVILLE AVENUE","CLARENCE GARDENS","SA","5039","registrar@southsrugby.com.au","-34.972839999999998","138.57651999999999","Rugby Union","http://southsrugby.com.au"
"Tasman Football Club","40 STAMFORD TERRACE","PORT LINCOLN","SA","5606","tasmanfootballclub@gmail.com","-34.742010000000001","135.85776999999999","Australian Rules","http://www.tasmanfc.com"
"Mannum Roos Netball Club","LOT 126 BORONIA ROAD","PORT MANNUM","SA","5238","secretary.mannumroosnc@gmail.com","-34.921880000000002","139.2996","Netball",""
"Orienteering SA","105 KING WILLIAM STREET","KENT TOWN","SA","5067","secretary@sa.orienteering.asn.au","-34.917029999999997","138.62188","Orienteering","http://www.sa.orienteering.asn.au"
